IncidentNum,DateTime,Lat,Lon,Address,IncidentType,ActionTaken,Remarks
2021000004996,07/06/2021 16:21,42.5088847,-71.2362839,"44 Middlesex Turnpike, Bedford, MA 01730, USA",Suspicious MV or Pers,Nothing Found," Anoymous caller reports an old blue Scion has been cutting through the parking lot at 44 Middlesex Trnpk every day  between 4:50 - 5:00. Caller believes the vehicle may be unregistered and the operator is possibly doing drugs or  drinking. Car 5 Lavine dispatched.  Officer Levine checked the area with negative results, he will try again tomorrow. "
2021000005001,07/06/2021 17:22,42.4773629,-71.2957729,"180 Hartwell Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,No Action," Received a wireless 911 call from the area of 180 Hartwell Road, Instrumentation Laboratory. Spoke to a women who  provided her name and DOB. Confirmed no emergencies. "
2021000005002,07/06/2021 17:33,42.5116274,-71.2856113,"274 North Rd, Bedford, MA 01730, USA",Informational,Caller Advised," Received a call from the Carlisle Police Department reporting they received one of Bedford's 911 calls from the area  of 274 North Road. Carlisle Police spoke to the caller and confirmed no emergencies, Bedford Emergency  Communications also made contact with the caller and the caller relayed accidental, no emergencies. "
2021000005003,07/06/2021 17:33,42.5025825,-71.238716,"199 Burlington Rd, Bedford, MA 01730, USA",MV Disabled,Removed, Car 5 Lavine reports a possible DMV on Burlington RD at Route 3. Officer Lavine spoke with the operator who stated  she was waiting out the rain before continuing to drive. She has been moved off of the roadway. 
2021000005005,07/06/2021 19:30,42.5185863,-71.2650783,"19 Cot Hill Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, No dispatcher remarks listed. 
2021000005006,07/06/2021 19:35,42.5079865,-71.2607466,"Sweeney Ridge Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000005008,07/06/2021 21:36,42.5185863,-71.2650783,"19 Cot Hill Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 5 Lavine reports a directed patrol of Cot HIll Rd.  All is in order. 
2021000005009,07/07/2021 00:03,42.5154568,-71.2383973,"4109 Taylor Pond Ln, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a call from LifeLine requesting EMS for a Medical at 4109 Taylor Pond Lane. Medic-2, S-1, Car 5 Lavin  dispatched. Medic-2 transported 1 to Lahey. "
2021000005010,07/07/2021 00:06,42.4835652,-71.2814584,"20 Washington St, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 3 Weisenborn reported a check of 20 Washington Street. All was in order. 
2021000005011,07/07/2021 00:13,42.5088847,-71.2362839,"44 Middlesex Turnpike, Bedford, MA 01730, USA",Assist Other Police Department,Notification, Received a wireless 911 call from a anonymous caller staying at the DoubleTree Hotel reporting a Emergency in  Newburyport. Caller was transferred to Newburyport PD. 
2021000005012,07/07/2021 00:20,42.5221401,-71.276911,"4 Fox Run Rd, Bedford, MA 01730, USA",Directed Patrol,Observed, Car 3 Weisenborn reported a check of 4 Fox Run Rd. All was in order. 
2021000005013,07/07/2021 00:25,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000005014,07/07/2021 00:28,42.5185863,-71.2650783,"19 Cot Hill Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 5 Lavine reported a check of 19 Cot Hill Rd. All was in order. 
2021000005015,07/07/2021 02:53,42.4866288,-71.2776535,"106 South Rd, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC," Received a call from Care Dimensions requesting a Lift Assist at 106 South Rd. Medic-2, Car 5 Lavine dispatched. "
2021000005016,07/07/2021 03:56,42.4906994,-71.2744937,"152 Great Rd, Bedford, MA 01730, USA",Alarm Commercial,Checked/Secured," Received a call from AFA Alarm reporting a Commercial Alarm, 152 The Great Rd, Red Heat Tavern. Car 5 Lavine,  Car 3 Weisenborn dispatched. Officer Lavine reported building was checked, all exterior doors were secure. "
2021000005017,07/07/2021 07:44,42.485583,-71.2606004,"340 Great Rd #310, Bedford, MA 01730, USA",Check Well Being,Spoken To, Received a 911 call from the guest staying in Room-310 at the Bedford Plaza Hotel. Car3-Maloney and Car5-Abajian  dispatched to check her well being. They spoke with the caller and report that there is no police action needed. 
2021000005018,07/07/2021 08:11,42.4866665,-71.2704147,"10 Walsh Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To, Received a cell phone 911 hang up call from the area of Walsh Road. On the call back I spoke with the resident of  #10 Walsh Road who identified himself and related that there was no emergency. 
2021000005019,07/07/2021 08:44,42.4951099,-71.2754946,"Springs Rd & Anthony Rd, Bedford, MA 01730, USA",Service Call,Assisting Party, Received a call about a truck unable to make the turn from Springs Road on to Anthony Road. Car9-Waite  dispatched. Ofc. Waite assisted the driver without incident. 
2021000005020,07/07/2021 09:30,42.4932709,-71.2829693,"Great Rd & Mudge Way, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000005021,07/07/2021 09:37,42.4927144,-71.281876,"27 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000005022,07/07/2021 10:13,42.5185863,-71.2650783,"19 Cot Hill Rd, Bedford, MA 01730, USA",Directed Patrol,Nothing Found, Car5-Sgt. Abajian conducted a directed patrol of 19 Cot Hill Road. 
2021000005023,07/07/2021 11:46,42.4866978,-71.2689326,"1 Ashby Pl, Bedford, MA 01730, USA",Larceny,Report," Caller reports a larceny that occurred earlier this morning.  Two trash barrels were taken from the laundry room at  Bedford Housing Authority.  Car 3 Officer Baloney dispatched. Officer Maloney attempted to contact suspect, but was  unable to contact. He will try again later. See Officer Maloney's report. "
2021000005024,07/07/2021 12:07,42.5012889,-71.2852633,"8 Carter Wy, Bedford, MA 01730, USA",258E Criminal Harassment Issue,No Contact, 258E was received for the resident of 8 Carter Way. The paperwork did state that the defendant was away for a week  and it could not be served at this time. 
2021000005025,07/07/2021 12:10,42.48864,-71.26989,"Great Rd & Walsh Rd, Bedford, MA 01730, USA",MV Stop,No Enforcement Action Taken, No dispatcher remarks listed. 
2021000005026,07/07/2021 12:22,42.4865231,-71.2758206,"54 Loomis St, Bedford, MA 01730, USA",Fire Building,Fire Incident - Closed FC," Received a 911 call reporting a kitchen fire at 54 Loomis Street, Apt 2203. Car3-Maloney, Car5-Sgt. Abajian, Eng-3,  Lad-1 and Medic-2 dispatched. Struck box 127. C-1 and C-3 both responded to the scene. Command requested  Code Enforcement and the Property Manager be notified and respond to the scene. "
2021000005029,07/07/2021 13:03,42.5049082,-71.2388019,"202 Burlington Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To, Received a 911 hang up call from a cell phone at Mitre. On the call back I spoke with an employee who dialed in  error. 
2021000005030,07/07/2021 13:24,42.5116966,-71.2802055,"20 Wildwood Dr, Bedford, MA 01730, USA",Power Failure,Util Co Notified, Multiple calls from the DPW and residents reporting power failure on Wildwood Dr. DPW reports fuse blown at pole #  116/1. Eversource notified. 
2021000005031,07/07/2021 13:41,42.4991524,-71.2723549,"171 Springs Rd, Bedford, MA 01730, USA",Park and Walk,Removed," Car 9 Officer Waite reports a Park and Walk at Springs Brook Park. Officer Waite was flagged down by staff,  reporting two unwanted guests.  Two juvenile parties were removed from the property at the request of staff. "
2021000005032,07/07/2021 14:13,42.5048569,-71.2421092,"6 Crosby Dr, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC," Received master box 6116 and the central station for 6 Crosby Drive. Car5-Sgt. Abajian, Eng-3, Lad-1, Medic-2 and  C-3 dispatched. FD reports a smoke condition on Floor-2. This was a malfunction with an air compressor. "
2021000005033,07/07/2021 14:30,42.4890585,-71.2562312,"45 Shawsheen Rd UNIT 5, Bedford, MA 01730, USA",Annoying Calls,Spoken To, Party into station reports suspicious text messages being received on her cell phone. Car3 Weisenborn dispatched.  Officer Weisenborn spoke with RP and advised it is a scam and she should call her cell provider to get the numbers  blocked. 
2021000005035,07/07/2021 16:13,42.5027767,-71.2737209,"200 Springs Rd, Bedford, MA 01730, USA",258E Service or Attempt,Served In Hand," Car 9, Waite out at VA to serve 258E paperwork. Defendant served in hand. Paperwork scanned into CAD and  placed in records. "
2021000005036,07/07/2021 17:27,42.4927647,-71.2874441,"46 Concord Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000005037,07/07/2021 17:43,42.5185863,-71.2650783,"19 Cot Hill Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 3 Weisenborn reports a directed patrol of 19 Cot Hill Rd. All is in order. 
2021000005038,07/07/2021 17:49,42.5010995,-71.2590226,"100 Old Billerica Rd #210, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a 911 call from a Nurse at Carleton Willard Village requesting EMS for a Medical in Willard Hall, Room 210.  Medic-2, S-1, Car 3 Weisenborn dispatched. Medic-2 transported 1 to Lahey. Medic-2 transported 1 to Lahey 3.9  miles with extra member. "
2021000005039,07/07/2021 19:02,42.4902431,-71.2741501,"168 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000005040,07/07/2021 20:54,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",Suspicious MV or Pers,Observed," Received a call reporting a suspicious person inside the store of Tj Maxx at the GRSC, 297 The Great Road. Caller  reports male party asking concerning questions regarding an infant in the store. Car 5 Levine dispatched, Car 3  Weisenborn dispatched. Upon arrival party left the store, no further action taken. "
2021000005041,07/07/2021 21:24,42.5185863,-71.2650783,"19 Cot Hill Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area," Car 3 Weisenborn reported a directed patrol at 19 Cot Hill Rd, all is in order. "
2021000005042,07/07/2021 21:42,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000005043,07/07/2021 22:33,42.4916614,-71.2900193,"90 Concord Rd, Bedford, MA 01730, USA",Field Observation,Observed, Car9 Waite reports a MV in the Saint Michael's Church and they were sent on their way. 
2021000005044,07/07/2021 22:37,42.4913232,-71.2853793,"9 Mudge Way, Bedford, MA 01730, USA",Field Observation,Observed, Car9 Waite observed 2 MV in the high school lot and they were sent on their way. 
2021000005045,07/08/2021 00:12,42.5185863,-71.2650783,"19 Cot Hill Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car8 Kennedy reports check of 19 Cot Hill Road. 
2021000005046,07/08/2021 00:25,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000005047,07/08/2021 00:29,42.4835652,-71.2814584,"20 Washington St, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car8 Kennedy reports check of 20 Washington Street. 
2021000005048,07/08/2021 00:55,42.4911791,-71.2825488,"12 Mudge Way, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000005051,07/08/2021 09:12,42.4866978,-71.2689326,"1 Ashby Pl, Bedford, MA 01730, USA",Follow-Up,Other, Ofc. Maloney followed up with the Bedford Housing Authority and was unable to make contact with the suspect  regarding Inc# 21-5023. 
2021000005052,07/08/2021 10:41,42.5185863,-71.2650783,"19 Cot Hill Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car5 Sgt. Abajian reports a directed patrol at 19 Cot Hill Rd. 
2021000005053,07/08/2021 11:03,42.4915114,-71.2416439,"22 Reeves Rd, Bedford, MA 01730, USA",Fraud,Report, Received a call reporting fraud at 22 Reeves Rd. Car5 Sgt. Abajian dispatched. See report 
2021000005054,07/08/2021 11:51,42.4866978,-71.2689326,"1 Ashby Pl, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a call reporting a medical at E2 Ashby Pl. E3, M2, and Car3 Maloney dispatched. M2 transported to Lahey  4.6 miles. "
2021000005055,07/08/2021 12:55,42.493519,-71.284012,"North Rd & Great Rd, Bedford, MA 01730, USA",MV Disabled,Removed, Caller reports DMV at North Rd and Great Rd.  Car 2 Reid dispatched.  Mal's notified. Officer Reid reports that the  vehicle was removed from the roadway. Mal's cancelled. 
2021000005056,07/08/2021 13:24,42.5185863,-71.2650783,"19 Cot Hill Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area," Car 5, Sgt Abajjan reports a directed patrol of 19 Cot Hill Rd.  All is in order. "
2021000005057,07/08/2021 13:40,42.48991,-71.2733845,"180 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2021000005058,07/08/2021 13:46,42.4913919,-71.2798575,"75 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000005059,07/08/2021 14:11,42.4916759,-71.28176,"10 Mudge Way, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To, Received a 911 hang up call from 10 Mudge Way.  On call back employee reports accidental. Car 2 Reid dispatched  and verfied no emergency. 
2021000005060,07/08/2021 14:58,42.4916355,-71.2639462,"Jonathan Ln & Brooksbie Rd, Bedford, MA 01730, USA",Animal Call,ACO Notified," Received a call about a barking dog in the area of Jonathan Lane towards the Brooksbie Rd side. Car 3 Weisenborn  dispatched. Officer Weisenborn reported he located the dog at 35 Brooksbie, this has been an on going problem   ACO Leskouski was notified via e-mail. "
2021000005061,07/08/2021 15:19,42.4928898,-71.2624955,"Brooksbie Rd & Page Rd, Bedford, MA 01730, USA",MV Disabled,Gone On Arrival," Received a call reporting a possible DMV on Hemlock Road, Car 3 Weisenborn dispatched. Officer Weisenborn  reported vehicles GOA. "
2021000005062,07/08/2021 15:24,42.4933189,-71.2847993,"2 Concord Rd, Bedford, MA 01730, USA",209A Service or Attempt,Served In Hand, Received 209A paperwork for 2 Concord Rd. T-1 Devine dispatched for service. Defendant was served in hand.  Return of service was faxed back to Concord District Court. Paperwork was scanned and attached to incident. 
2021000005063,07/08/2021 15:51,42.4889774,-71.2702755,"216 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2021000005064,07/08/2021 15:52,42.5018766,-71.237769,"205 Burlington Rd, Bedford, MA 01730, USA",Alarm Commercial,Cancelled Response," Received a call reporting a burglary alarm at 205 Burlington Rd, Rainbow Adult Day Care. Car 3 Weisenborn and Car  8 Busa dispatched, but were cancelled prior to arrival by alarm company. "
2021000005065,07/08/2021 15:59,42.485583,-71.2606004,"340 Great Rd #323, Bedford, MA 01730, USA",Civil Problem/Complaint,Spoken To," Caller reports MV towed from 340 The Great Rd. was stolen from his lot in Billerica. Requesting an officer to see if  the vehicle is back in lot. Car 8 Busa dispatched, spoke with involved parties. Officer Busa advises this is a civil  matter at this time. "
2021000005066,07/08/2021 16:51,42.4938878,-71.2854257,"16 North Rd, Bedford, MA 01730, USA",MV Crash No Injury,Report," MV crash with no injuries reported at 16 North Rd. T-1 Devine, Car 8 Busa dispatched. Officer Busa provided  courtesy transports to the station. MV towed, Mal's notified. See report. "
